latitude,longitude,date,time,hour,time_of_day,uvi
-80,-85,2025-03-04,15:00:00Z,15,Afternoon,0.8
-80,-85,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-85,2025-03-04,17:00:00Z,17,Afternoon,1.1
-80,-85,2025-03-04,18:00:00Z,18,Evening,1.1
-80,-85,2025-03-04,19:00:00Z,19,Evening,1.0
-80,-85,2025-03-04,20:00:00Z,20,Evening,0.9
-80,-85,2025-03-04,21:00:00Z,21,Evening,0.7
-80,-85,2025-03-04,22:00:00Z,22,Evening,0.5
-80,-85,2025-03-04,23:00:00Z,23,Evening,0.3
-80,-80,2025-03-04,13:00:00Z,13,Afternoon,0.5
-80,-80,2025-03-04,14:00:00Z,14,Afternoon,0.7
-80,-80,2025-03-04,15:00:00Z,15,Afternoon,0.8
-80,-80,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-80,2025-03-04,17:00:00Z,17,Afternoon,1.0
-80,-80,2025-03-04,18:00:00Z,18,Evening,1.0
-80,-80,2025-03-04,19:00:00Z,19,Evening,1.0
-80,-80,2025-03-04,20:00:00Z,20,Evening,0.8
-80,-80,2025-03-04,21:00:00Z,21,Evening,0.6
-80,-80,2025-03-04,22:00:00Z,22,Evening,0.4
-80,-80,2025-03-04,23:00:00Z,23,Evening,0.3
-80,-75,2025-03-04,13:00:00Z,13,Afternoon,0.6
-80,-75,2025-03-04,14:00:00Z,14,Afternoon,0.7
-80,-75,2025-03-04,15:00:00Z,15,Afternoon,0.9
-80,-75,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-75,2025-03-04,17:00:00Z,17,Afternoon,1.1
-80,-75,2025-03-04,18:00:00Z,18,Evening,1.0
-80,-75,2025-03-04,19:00:00Z,19,Evening,0.9
-80,-75,2025-03-04,20:00:00Z,20,Evening,0.7
-80,-75,2025-03-04,21:00:00Z,21,Evening,0.6
-80,-75,2025-03-04,22:00:00Z,22,Evening,0.4
-80,-75,2025-03-04,23:00:00Z,23,Evening,0.2
-80,-115,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,-115,2025-03-04,14:00:00Z,14,Afternoon,0.3
-80,-115,2025-03-04,15:00:00Z,15,Afternoon,0.4
-80,-115,2025-03-04,16:00:00Z,16,Afternoon,0.7
-80,-115,2025-03-04,17:00:00Z,17,Afternoon,0.8
-80,-115,2025-03-04,18:00:00Z,18,Evening,1.0
-80,-115,2025-03-04,19:00:00Z,19,Evening,1.1
-80,-115,2025-03-04,20:00:00Z,20,Evening,1.2
-80,-115,2025-03-04,21:00:00Z,21,Evening,1.1
-80,-115,2025-03-04,22:00:00Z,22,Evening,0.9
-80,-115,2025-03-04,23:00:00Z,23,Evening,0.7
-80,-70,2025-03-04,13:00:00Z,13,Afternoon,0.6
-80,-70,2025-03-04,14:00:00Z,14,Afternoon,0.8
-80,-70,2025-03-04,15:00:00Z,15,Afternoon,0.9
-80,-70,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-70,2025-03-04,17:00:00Z,17,Afternoon,1.1
-80,-70,2025-03-04,18:00:00Z,18,Evening,1.0
-80,-70,2025-03-04,19:00:00Z,19,Evening,0.8
-80,-70,2025-03-04,20:00:00Z,20,Evening,0.7
-80,-70,2025-03-04,21:00:00Z,21,Evening,0.5
-80,-70,2025-03-04,22:00:00Z,22,Evening,0.3
-80,-70,2025-03-04,23:00:00Z,23,Evening,0.2
-80,-65,2025-03-04,13:00:00Z,13,Afternoon,0.7
-80,-65,2025-03-04,14:00:00Z,14,Afternoon,0.8
-80,-65,2025-03-04,15:00:00Z,15,Afternoon,1.0
-80,-65,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-65,2025-03-04,17:00:00Z,17,Afternoon,1.0
-80,-65,2025-03-04,18:00:00Z,18,Evening,0.9
-80,-65,2025-03-04,19:00:00Z,19,Evening,0.8
-80,-65,2025-03-04,20:00:00Z,20,Evening,0.6
-80,-65,2025-03-04,21:00:00Z,21,Evening,0.4
-80,-65,2025-03-04,22:00:00Z,22,Evening,0.3
-80,-65,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-60,2025-03-04,13:00:00Z,13,Afternoon,0.7
-80,-60,2025-03-04,14:00:00Z,14,Afternoon,0.9
-80,-60,2025-03-04,15:00:00Z,15,Afternoon,1.0
-80,-60,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-60,2025-03-04,17:00:00Z,17,Afternoon,1.0
-80,-60,2025-03-04,18:00:00Z,18,Evening,0.8
-80,-60,2025-03-04,19:00:00Z,19,Evening,0.7
-80,-60,2025-03-04,20:00:00Z,20,Evening,0.6
-80,-60,2025-03-04,21:00:00Z,21,Evening,0.4
-80,-60,2025-03-04,22:00:00Z,22,Evening,0.2
-80,-60,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-45,2025-03-04,13:00:00Z,13,Afternoon,0.9
-80,-45,2025-03-04,14:00:00Z,14,Afternoon,1.0
-80,-45,2025-03-04,15:00:00Z,15,Afternoon,1.1
-80,-45,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-45,2025-03-04,17:00:00Z,17,Afternoon,0.9
-80,-45,2025-03-04,18:00:00Z,18,Evening,0.8
-80,-45,2025-03-04,19:00:00Z,19,Evening,0.6
-80,-45,2025-03-04,20:00:00Z,20,Evening,0.4
-80,-45,2025-03-04,21:00:00Z,21,Evening,0.3
-80,-45,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-45,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-55,2025-03-04,13:00:00Z,13,Afternoon,0.8
-80,-55,2025-03-04,14:00:00Z,14,Afternoon,1.0
-80,-55,2025-03-04,15:00:00Z,15,Afternoon,1.1
-80,-55,2025-03-04,16:00:00Z,16,Afternoon,1.1
-80,-55,2025-03-04,17:00:00Z,17,Afternoon,1.0
-80,-55,2025-03-04,18:00:00Z,18,Evening,0.8
-80,-55,2025-03-04,19:00:00Z,19,Evening,0.7
-80,-55,2025-03-04,20:00:00Z,20,Evening,0.5
-80,-55,2025-03-04,21:00:00Z,21,Evening,0.3
-80,-55,2025-03-04,22:00:00Z,22,Evening,0.2
-80,-55,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-40,2025-03-04,13:00:00Z,13,Afternoon,0.9
-80,-40,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-40,2025-03-04,15:00:00Z,15,Afternoon,1.1
-80,-40,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-40,2025-03-04,17:00:00Z,17,Afternoon,0.8
-80,-40,2025-03-04,18:00:00Z,18,Evening,0.7
-80,-40,2025-03-04,19:00:00Z,19,Evening,0.5
-80,-40,2025-03-04,20:00:00Z,20,Evening,0.4
-80,-40,2025-03-04,21:00:00Z,21,Evening,0.2
-80,-40,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-40,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-30,2025-03-04,13:00:00Z,13,Afternoon,1.0
-80,-30,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-30,2025-03-04,15:00:00Z,15,Afternoon,1.0
-80,-30,2025-03-04,16:00:00Z,16,Afternoon,0.9
-80,-30,2025-03-04,17:00:00Z,17,Afternoon,0.7
-80,-30,2025-03-04,18:00:00Z,18,Evening,0.6
-80,-30,2025-03-04,19:00:00Z,19,Evening,0.4
-80,-30,2025-03-04,20:00:00Z,20,Evening,0.3
-80,-30,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-30,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-30,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-35,2025-03-04,13:00:00Z,13,Afternoon,1.0
-80,-35,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-35,2025-03-04,15:00:00Z,15,Afternoon,1.1
-80,-35,2025-03-04,16:00:00Z,16,Afternoon,1.0
-80,-35,2025-03-04,17:00:00Z,17,Afternoon,0.8
-80,-35,2025-03-04,18:00:00Z,18,Evening,0.6
-80,-35,2025-03-04,19:00:00Z,19,Evening,0.4
-80,-35,2025-03-04,20:00:00Z,20,Evening,0.3
-80,-35,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-35,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-35,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-95,2025-03-04,13:00:00Z,13,Afternoon,0.4
-80,-95,2025-03-04,14:00:00Z,14,Afternoon,0.5
-80,-95,2025-03-04,15:00:00Z,15,Afternoon,0.8
-80,-95,2025-03-04,16:00:00Z,16,Afternoon,0.9
-80,-95,2025-03-04,17:00:00Z,17,Afternoon,1.1
-80,-95,2025-03-04,18:00:00Z,18,Evening,1.2
-80,-95,2025-03-04,19:00:00Z,19,Evening,1.1
-80,-95,2025-03-04,20:00:00Z,20,Evening,1.0
-80,-95,2025-03-04,21:00:00Z,21,Evening,0.9
-80,-95,2025-03-04,22:00:00Z,22,Evening,0.7
-80,-95,2025-03-04,23:00:00Z,23,Evening,0.5
-80,-50,2025-03-04,13:00:00Z,13,Afternoon,0.9
-80,-50,2025-03-04,14:00:00Z,14,Afternoon,1.0
-80,-50,2025-03-04,15:00:00Z,15,Afternoon,1.1
-80,-50,2025-03-04,16:00:00Z,16,Afternoon,1.1
-80,-50,2025-03-04,17:00:00Z,17,Afternoon,0.9
-80,-50,2025-03-04,18:00:00Z,18,Evening,0.8
-80,-50,2025-03-04,19:00:00Z,19,Evening,0.6
-80,-50,2025-03-04,20:00:00Z,20,Evening,0.4
-80,-50,2025-03-04,21:00:00Z,21,Evening,0.3
-80,-50,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-50,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-25,2025-03-04,13:00:00Z,13,Afternoon,1.0
-80,-25,2025-03-04,14:00:00Z,14,Afternoon,1.0
-80,-25,2025-03-04,15:00:00Z,15,Afternoon,1.0
-80,-25,2025-03-04,16:00:00Z,16,Afternoon,0.9
-80,-25,2025-03-04,17:00:00Z,17,Afternoon,0.7
-80,-25,2025-03-04,18:00:00Z,18,Evening,0.5
-80,-25,2025-03-04,19:00:00Z,19,Evening,0.3
-80,-25,2025-03-04,20:00:00Z,20,Evening,0.2
-80,-25,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-25,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-25,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-130,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,-130,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,-130,2025-03-04,15:00:00Z,15,Afternoon,0.3
-80,-130,2025-03-04,16:00:00Z,16,Afternoon,0.4
-80,-130,2025-03-04,17:00:00Z,17,Afternoon,0.6
-80,-130,2025-03-04,18:00:00Z,18,Evening,0.8
-80,-130,2025-03-04,19:00:00Z,19,Evening,0.9
-80,-130,2025-03-04,20:00:00Z,20,Evening,0.9
-80,-130,2025-03-04,21:00:00Z,21,Evening,0.9
-80,-130,2025-03-04,22:00:00Z,22,Evening,0.9
-80,-130,2025-03-04,23:00:00Z,23,Evening,0.7
-80,-5,2025-03-04,13:00:00Z,13,Afternoon,1.2
-80,-5,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-5,2025-03-04,15:00:00Z,15,Afternoon,0.9
-80,-5,2025-03-04,16:00:00Z,16,Afternoon,0.7
-80,-5,2025-03-04,17:00:00Z,17,Afternoon,0.5
-80,-5,2025-03-04,18:00:00Z,18,Evening,0.3
-80,-5,2025-03-04,19:00:00Z,19,Evening,0.0
-80,-5,2025-03-04,20:00:00Z,20,Evening,0.0
-80,-5,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-5,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-5,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-20,2025-03-04,13:00:00Z,13,Afternoon,1.1
-80,-20,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-20,2025-03-04,15:00:00Z,15,Afternoon,1.0
-80,-20,2025-03-04,16:00:00Z,16,Afternoon,0.8
-80,-20,2025-03-04,17:00:00Z,17,Afternoon,0.6
-80,-20,2025-03-04,18:00:00Z,18,Evening,0.4
-80,-20,2025-03-04,19:00:00Z,19,Evening,0.3
-80,-20,2025-03-04,20:00:00Z,20,Evening,0.0
-80,-20,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-20,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-20,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-10,2025-03-04,13:00:00Z,13,Afternoon,1.1
-80,-10,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-10,2025-03-04,15:00:00Z,15,Afternoon,0.9
-80,-10,2025-03-04,16:00:00Z,16,Afternoon,0.8
-80,-10,2025-03-04,17:00:00Z,17,Afternoon,0.5
-80,-10,2025-03-04,18:00:00Z,18,Evening,0.4
-80,-10,2025-03-04,19:00:00Z,19,Evening,0.2
-80,-10,2025-03-04,20:00:00Z,20,Evening,0.0
-80,-10,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-10,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-10,2025-03-04,23:00:00Z,23,Evening,0.0
-80,0,2025-03-04,13:00:00Z,13,Afternoon,1.1
-80,0,2025-03-04,14:00:00Z,14,Afternoon,1.0
-80,0,2025-03-04,15:00:00Z,15,Afternoon,0.9
-80,0,2025-03-04,16:00:00Z,16,Afternoon,0.7
-80,0,2025-03-04,17:00:00Z,17,Afternoon,0.4
-80,0,2025-03-04,18:00:00Z,18,Evening,0.3
-80,0,2025-03-04,19:00:00Z,19,Evening,0.0
-80,0,2025-03-04,20:00:00Z,20,Evening,0.0
-80,0,2025-03-04,21:00:00Z,21,Evening,0.0
-80,0,2025-03-04,22:00:00Z,22,Evening,0.0
-80,0,2025-03-04,23:00:00Z,23,Evening,0.0
-80,5,2025-03-04,13:00:00Z,13,Afternoon,1.1
-80,5,2025-03-04,14:00:00Z,14,Afternoon,0.9
-80,5,2025-03-04,15:00:00Z,15,Afternoon,0.8
-80,5,2025-03-04,16:00:00Z,16,Afternoon,0.6
-80,5,2025-03-04,17:00:00Z,17,Afternoon,0.4
-80,5,2025-03-04,18:00:00Z,18,Evening,0.2
-80,5,2025-03-04,19:00:00Z,19,Evening,0.0
-80,5,2025-03-04,20:00:00Z,20,Evening,0.0
-80,5,2025-03-04,21:00:00Z,21,Evening,0.0
-80,5,2025-03-04,22:00:00Z,22,Evening,0.0
-80,5,2025-03-04,23:00:00Z,23,Evening,0.0
-80,15,2025-03-04,13:00:00Z,13,Afternoon,1.0
-80,15,2025-03-04,14:00:00Z,14,Afternoon,0.8
-80,15,2025-03-04,15:00:00Z,15,Afternoon,0.6
-80,15,2025-03-04,16:00:00Z,16,Afternoon,0.4
-80,15,2025-03-04,17:00:00Z,17,Afternoon,0.3
-80,15,2025-03-04,18:00:00Z,18,Evening,0.0
-80,15,2025-03-04,19:00:00Z,19,Evening,0.0
-80,15,2025-03-04,20:00:00Z,20,Evening,0.0
-80,15,2025-03-04,21:00:00Z,21,Evening,0.0
-80,15,2025-03-04,22:00:00Z,22,Evening,0.0
-80,15,2025-03-04,23:00:00Z,23,Evening,0.0
-80,10,2025-03-04,13:00:00Z,13,Afternoon,1.0
-80,10,2025-03-04,14:00:00Z,14,Afternoon,0.9
-80,10,2025-03-04,15:00:00Z,15,Afternoon,0.7
-80,10,2025-03-04,16:00:00Z,16,Afternoon,0.5
-80,10,2025-03-04,17:00:00Z,17,Afternoon,0.3
-80,10,2025-03-04,18:00:00Z,18,Evening,0.0
-80,10,2025-03-04,19:00:00Z,19,Evening,0.0
-80,10,2025-03-04,20:00:00Z,20,Evening,0.0
-80,10,2025-03-04,21:00:00Z,21,Evening,0.0
-80,10,2025-03-04,22:00:00Z,22,Evening,0.0
-80,10,2025-03-04,23:00:00Z,23,Evening,0.0
-80,20,2025-03-04,13:00:00Z,13,Afternoon,0.9
-80,20,2025-03-04,14:00:00Z,14,Afternoon,0.8
-80,20,2025-03-04,15:00:00Z,15,Afternoon,0.6
-80,20,2025-03-04,16:00:00Z,16,Afternoon,0.4
-80,20,2025-03-04,17:00:00Z,17,Afternoon,0.2
-80,20,2025-03-04,18:00:00Z,18,Evening,0.0
-80,20,2025-03-04,19:00:00Z,19,Evening,0.0
-80,20,2025-03-04,20:00:00Z,20,Evening,0.0
-80,20,2025-03-04,21:00:00Z,21,Evening,0.0
-80,20,2025-03-04,22:00:00Z,22,Evening,0.0
-80,20,2025-03-04,23:00:00Z,23,Evening,0.0
-80,35,2025-03-04,13:00:00Z,13,Afternoon,0.8
-80,35,2025-03-04,14:00:00Z,14,Afternoon,0.6
-80,35,2025-03-04,15:00:00Z,15,Afternoon,0.4
-80,35,2025-03-04,16:00:00Z,16,Afternoon,0.2
-80,35,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,35,2025-03-04,18:00:00Z,18,Evening,0.0
-80,35,2025-03-04,19:00:00Z,19,Evening,0.0
-80,35,2025-03-04,20:00:00Z,20,Evening,0.0
-80,35,2025-03-04,21:00:00Z,21,Evening,0.0
-80,35,2025-03-04,22:00:00Z,22,Evening,0.0
-80,35,2025-03-04,23:00:00Z,23,Evening,0.0
-80,45,2025-03-04,13:00:00Z,13,Afternoon,0.7
-80,45,2025-03-04,14:00:00Z,14,Afternoon,0.5
-80,45,2025-03-04,15:00:00Z,15,Afternoon,0.3
-80,45,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,45,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,45,2025-03-04,18:00:00Z,18,Evening,0.0
-80,45,2025-03-04,19:00:00Z,19,Evening,0.0
-80,45,2025-03-04,20:00:00Z,20,Evening,0.0
-80,45,2025-03-04,21:00:00Z,21,Evening,0.0
-80,45,2025-03-04,22:00:00Z,22,Evening,0.0
-80,45,2025-03-04,23:00:00Z,23,Evening,0.0
-80,30,2025-03-04,13:00:00Z,13,Afternoon,0.8
-80,30,2025-03-04,14:00:00Z,14,Afternoon,0.6
-80,30,2025-03-04,15:00:00Z,15,Afternoon,0.4
-80,30,2025-03-04,16:00:00Z,16,Afternoon,0.3
-80,30,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,30,2025-03-04,18:00:00Z,18,Evening,0.0
-80,30,2025-03-04,19:00:00Z,19,Evening,0.0
-80,30,2025-03-04,20:00:00Z,20,Evening,0.0
-80,30,2025-03-04,21:00:00Z,21,Evening,0.0
-80,30,2025-03-04,22:00:00Z,22,Evening,0.0
-80,30,2025-03-04,23:00:00Z,23,Evening,0.0
-80,50,2025-03-04,13:00:00Z,13,Afternoon,0.6
-80,50,2025-03-04,14:00:00Z,14,Afternoon,0.4
-80,50,2025-03-04,15:00:00Z,15,Afternoon,0.3
-80,50,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,50,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,50,2025-03-04,18:00:00Z,18,Evening,0.0
-80,50,2025-03-04,19:00:00Z,19,Evening,0.0
-80,50,2025-03-04,20:00:00Z,20,Evening,0.0
-80,50,2025-03-04,21:00:00Z,21,Evening,0.0
-80,50,2025-03-04,22:00:00Z,22,Evening,0.0
-80,50,2025-03-04,23:00:00Z,23,Evening,0.0
-80,60,2025-03-04,13:00:00Z,13,Afternoon,0.5
-80,60,2025-03-04,14:00:00Z,14,Afternoon,0.3
-80,60,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,60,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,60,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,60,2025-03-04,18:00:00Z,18,Evening,0.0
-80,60,2025-03-04,19:00:00Z,19,Evening,0.0
-80,60,2025-03-04,20:00:00Z,20,Evening,0.0
-80,60,2025-03-04,21:00:00Z,21,Evening,0.0
-80,60,2025-03-04,22:00:00Z,22,Evening,0.0
-80,60,2025-03-04,23:00:00Z,23,Evening,0.0
-80,25,2025-03-04,13:00:00Z,13,Afternoon,0.9
-80,25,2025-03-04,14:00:00Z,14,Afternoon,0.7
-80,25,2025-03-04,15:00:00Z,15,Afternoon,0.5
-80,25,2025-03-04,16:00:00Z,16,Afternoon,0.3
-80,25,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,25,2025-03-04,18:00:00Z,18,Evening,0.0
-80,25,2025-03-04,19:00:00Z,19,Evening,0.0
-80,25,2025-03-04,20:00:00Z,20,Evening,0.0
-80,25,2025-03-04,21:00:00Z,21,Evening,0.0
-80,25,2025-03-04,22:00:00Z,22,Evening,0.0
-80,25,2025-03-04,23:00:00Z,23,Evening,0.0
-80,55,2025-03-04,13:00:00Z,13,Afternoon,0.5
-80,55,2025-03-04,14:00:00Z,14,Afternoon,0.4
-80,55,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,55,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,55,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,55,2025-03-04,18:00:00Z,18,Evening,0.0
-80,55,2025-03-04,19:00:00Z,19,Evening,0.0
-80,55,2025-03-04,20:00:00Z,20,Evening,0.0
-80,55,2025-03-04,21:00:00Z,21,Evening,0.0
-80,55,2025-03-04,22:00:00Z,22,Evening,0.0
-80,55,2025-03-04,23:00:00Z,23,Evening,0.0
-80,65,2025-03-04,13:00:00Z,13,Afternoon,0.4
-80,65,2025-03-04,14:00:00Z,14,Afternoon,0.2
-80,65,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,65,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,65,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,65,2025-03-04,18:00:00Z,18,Evening,0.0
-80,65,2025-03-04,19:00:00Z,19,Evening,0.0
-80,65,2025-03-04,20:00:00Z,20,Evening,0.0
-80,65,2025-03-04,21:00:00Z,21,Evening,0.0
-80,65,2025-03-04,22:00:00Z,22,Evening,0.0
-80,65,2025-03-04,23:00:00Z,23,Evening,0.0
-80,-15,2025-03-04,13:00:00Z,13,Afternoon,1.1
-80,-15,2025-03-04,14:00:00Z,14,Afternoon,1.1
-80,-15,2025-03-04,15:00:00Z,15,Afternoon,1.0
-80,-15,2025-03-04,16:00:00Z,16,Afternoon,0.8
-80,-15,2025-03-04,17:00:00Z,17,Afternoon,0.6
-80,-15,2025-03-04,18:00:00Z,18,Evening,0.4
-80,-15,2025-03-04,19:00:00Z,19,Evening,0.3
-80,-15,2025-03-04,20:00:00Z,20,Evening,0.0
-80,-15,2025-03-04,21:00:00Z,21,Evening,0.0
-80,-15,2025-03-04,22:00:00Z,22,Evening,0.0
-80,-15,2025-03-04,23:00:00Z,23,Evening,0.0
-80,75,2025-03-04,13:00:00Z,13,Afternoon,0.3
-80,75,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,75,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,75,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,75,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,75,2025-03-04,18:00:00Z,18,Evening,0.0
-80,75,2025-03-04,19:00:00Z,19,Evening,0.0
-80,75,2025-03-04,20:00:00Z,20,Evening,0.0
-80,75,2025-03-04,21:00:00Z,21,Evening,0.0
-80,75,2025-03-04,22:00:00Z,22,Evening,0.0
-80,75,2025-03-04,23:00:00Z,23,Evening,0.0
-80,40,2025-03-04,13:00:00Z,13,Afternoon,0.8
-80,40,2025-03-04,14:00:00Z,14,Afternoon,0.5
-80,40,2025-03-04,15:00:00Z,15,Afternoon,0.4
-80,40,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,40,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,40,2025-03-04,18:00:00Z,18,Evening,0.0
-80,40,2025-03-04,19:00:00Z,19,Evening,0.0
-80,40,2025-03-04,20:00:00Z,20,Evening,0.0
-80,40,2025-03-04,21:00:00Z,21,Evening,0.0
-80,40,2025-03-04,22:00:00Z,22,Evening,0.0
-80,40,2025-03-04,23:00:00Z,23,Evening,0.0
-80,80,2025-03-04,13:00:00Z,13,Afternoon,0.2
-80,80,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,80,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,80,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,80,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,80,2025-03-04,18:00:00Z,18,Evening,0.0
-80,80,2025-03-04,19:00:00Z,19,Evening,0.0
-80,80,2025-03-04,20:00:00Z,20,Evening,0.0
-80,80,2025-03-04,21:00:00Z,21,Evening,0.0
-80,80,2025-03-04,22:00:00Z,22,Evening,0.0
-80,80,2025-03-04,23:00:00Z,23,Evening,0.0
-80,90,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,90,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,90,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,90,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,90,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,90,2025-03-04,18:00:00Z,18,Evening,0.0
-80,90,2025-03-04,19:00:00Z,19,Evening,0.0
-80,90,2025-03-04,20:00:00Z,20,Evening,0.0
-80,90,2025-03-04,21:00:00Z,21,Evening,0.0
-80,90,2025-03-04,22:00:00Z,22,Evening,0.0
-80,90,2025-03-04,23:00:00Z,23,Evening,0.0
-80,85,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,85,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,85,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,85,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,85,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,85,2025-03-04,18:00:00Z,18,Evening,0.0
-80,85,2025-03-04,19:00:00Z,19,Evening,0.0
-80,85,2025-03-04,20:00:00Z,20,Evening,0.0
-80,85,2025-03-04,21:00:00Z,21,Evening,0.0
-80,85,2025-03-04,22:00:00Z,22,Evening,0.0
-80,85,2025-03-04,23:00:00Z,23,Evening,0.0
-80,95,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,95,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,95,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,95,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,95,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,95,2025-03-04,18:00:00Z,18,Evening,0.0
-80,95,2025-03-04,19:00:00Z,19,Evening,0.0
-80,95,2025-03-04,20:00:00Z,20,Evening,0.0
-80,95,2025-03-04,21:00:00Z,21,Evening,0.0
-80,95,2025-03-04,22:00:00Z,22,Evening,0.0
-80,95,2025-03-04,23:00:00Z,23,Evening,0.0
-80,100,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,100,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,100,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,100,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,100,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,100,2025-03-04,18:00:00Z,18,Evening,0.0
-80,100,2025-03-04,19:00:00Z,19,Evening,0.0
-80,100,2025-03-04,20:00:00Z,20,Evening,0.0
-80,100,2025-03-04,21:00:00Z,21,Evening,0.0
-80,100,2025-03-04,22:00:00Z,22,Evening,0.0
-80,100,2025-03-04,23:00:00Z,23,Evening,0.2
-80,110,2025-03-04,13:00:00Z,13,Afternoon,0.0
-80,110,2025-03-04,14:00:00Z,14,Afternoon,0.0
-80,110,2025-03-04,15:00:00Z,15,Afternoon,0.0
-80,110,2025-03-04,16:00:00Z,16,Afternoon,0.0
-80,110,2025-03-04,17:00:00Z,17,Afternoon,0.0
-80,110,2025-03-04,18:00:00Z,18,Evening,0.0
-80,110,2025-03-04,19:00:00Z,19,Evening,0.0
